,number,token,if_predicate,if_argument
53518,907,Google,0,0
53519,907,is,1,0
53520,907,resisting,1,0
53521,907,an,0,1
53522,907,attempt,0,1
53523,907,by,0,1
53524,907,the,0,0
53525,907,US,0,0
53526,907,to,0,0
53527,907,force,1,0
53528,907,it,0,1
53529,907,to,0,0
53530,907,reveal,1,0
53531,907,what,0,0
53532,907,users,0,1
53533,907,are,1,0
53534,907,searching,1,0
53535,907,for,1,0
53536,907,.,0,0
53537,907,Web,0,0
53538,907,giant,0,1
53539,907,Google,0,0
53540,907,is,1,0
53541,907,resisting,1,0
53542,907,an,0,1
53543,907,attempt,0,1
53544,907,by,0,1
53545,907,the,0,0
53546,907,US,0,0
53547,907,to,0,0
53548,907,force,1,0
53549,907,it,0,1
53550,907,to,0,0
53551,907,reveal,1,0
53552,907,what,0,0
53553,907,users,0,1
53554,907,are,1,0
53555,907,searching,1,0
53556,907,for,1,0
53557,907,.,0,0
53558,907,Web,0,0
53559,907,giant,0,1
53560,907,Google,0,0
53561,907,is,1,0
53562,907,resisting,1,0
53563,907,an,0,1
53564,907,attempt,0,1
53565,907,by,0,1
53566,907,the,0,0
53567,907,US,0,0
53568,907,to,0,0
53569,907,force,1,0
53570,907,it,0,1
53571,907,to,0,0
53572,907,reveal,1,0
53573,907,what,0,0
53574,907,users,0,1
53575,907,are,1,0
53576,907,searching,1,0
53577,907,for,1,0
53578,907,.,0,0
53579,907,Web,0,0
53580,907,giant,0,1
53581,907,Google,0,0
53582,907,is,1,0
53583,907,resisting,1,0
53584,907,an,0,1
53585,907,attempt,0,1
53586,907,by,0,1
53587,907,the,0,0
53588,907,US,0,0
53589,907,to,0,0
53590,907,force,1,0
53591,907,it,0,1
53592,907,to,0,0
53593,907,reveal,1,0
53594,907,what,0,0
53595,907,users,0,1
53596,907,are,1,0
53597,907,searching,1,0
53598,907,for,1,0
53599,907,.,0,0
53600,907,Web,0,0
53601,907,giant,0,1
53602,907,Google,0,0
53603,907,is,1,0
53604,907,resisting,1,0
53605,907,an,0,1
53606,907,attempt,0,1
53607,907,by,0,1
53608,907,the,0,0
53609,907,US,0,0
53610,907,to,0,0
53611,907,force,1,0
53612,907,it,0,1
53613,907,to,0,0
53614,907,reveal,1,0
53615,907,what,0,0
53616,907,users,0,1
53617,907,are,1,0
53618,907,searching,1,0
53619,907,for,1,0
53620,907,.,0,0
53621,908,<,0,0
53622,908,http://news.bbc.co.uk/go/em/fr/-/1/hi/technology/4630694.stm,0,0
53623,908,>,0,0
53624,909,**,0,0
53625,909,BBC,0,0
53626,909,Daily,0,0
53627,909,E-mail,0,0
53628,909,**,0,0
53629,910,Choose,0,0
53630,910,the,0,1
53631,910,news,0,1
53632,910,and,0,1
53633,910,sport,0,1
53634,910,headlines,0,1
53635,910,you,0,1
53636,910,want,1,0
53637,910,-,0,1
53638,910,when,0,0
53639,910,you,0,1
53640,910,want,1,0
53641,910,them,0,1
53642,910,",",0,0
53643,910,all,0,1
53644,910,in,0,1
53645,910,one,0,0
53646,910,daily,0,0
53647,910,e-mail,0,0
53648,910,Choose,0,0
53649,910,the,0,1
53650,910,news,0,1
53651,910,and,0,1
53652,910,sport,0,1
53653,910,headlines,0,1
53654,910,you,0,1
53655,910,want,1,0
53656,910,-,0,1
53657,910,when,0,0
53658,910,you,0,1
53659,910,want,1,0
53660,910,them,0,1
53661,910,",",0,0
53662,910,all,0,1
53663,910,in,0,1
53664,910,one,0,0
53665,910,daily,0,0
53666,910,e-mail,0,0
53667,910,Choose,0,0
53668,910,the,0,1
53669,910,news,0,1
53670,910,and,0,1
53671,910,sport,0,1
53672,910,headlines,0,1
53673,910,you,0,1
53674,910,want,1,0
53675,910,-,0,1
53676,910,when,0,0
53677,910,you,0,1
53678,910,want,1,0
53679,910,them,0,1
53680,910,",",0,0
53681,910,all,0,1
53682,910,in,0,1
53683,910,one,0,0
53684,910,daily,0,0
53685,910,e-mail,0,0
53686,911,<,0,0
53687,911,http://www.bbc.co.uk/dailyemail/,0,0
53688,911,>,0,0
53689,912,**,0,0
53690,912,Disclaimer,0,0
53691,912,**,0,0
53692,913,The,0,0
53693,913,BBC,0,0
53694,913,is,1,0
53695,913,not,0,0
53696,913,responsible,0,0
53697,913,for,0,0
53698,913,the,0,1
53699,913,content,0,0
53700,913,of,0,0
53701,913,this,0,0
53702,913,e-mail,0,0
53703,913,",",0,0
53704,913,and,0,0
53705,913,anything,0,1
53706,913,written,1,0
53707,913,in,0,1
53708,913,this,0,0
53709,913,e-mail,0,0
53710,913,does,1,0
53711,913,not,0,0
53712,913,necessarily,0,0
53713,913,reflect,1,0
53714,913,the,0,1
53715,913,BBC,0,0
53716,913,'s,0,0
53717,913,views,0,1
53718,913,or,0,1
53719,913,opinions,0,1
53720,913,.,0,0
53721,913,The,0,0
53722,913,BBC,0,0
53723,913,is,1,0
53724,913,not,0,0
53725,913,responsible,0,0
53726,913,for,0,0
53727,913,the,0,1
53728,913,content,0,0
53729,913,of,0,0
53730,913,this,0,0
53731,913,e-mail,0,0
53732,913,",",0,0
53733,913,and,0,0
53734,913,anything,0,1
53735,913,written,1,0
53736,913,in,0,1
53737,913,this,0,0
53738,913,e-mail,0,0
53739,913,does,1,0
53740,913,not,0,0
53741,913,necessarily,0,0
53742,913,reflect,1,0
53743,913,the,0,1
53744,913,BBC,0,0
53745,913,'s,0,0
53746,913,views,0,1
53747,913,or,0,1
53748,913,opinions,0,1
53749,913,.,0,0
53750,913,The,0,0
53751,913,BBC,0,0
53752,913,is,1,0
53753,913,not,0,0
53754,913,responsible,0,0
53755,913,for,0,0
53756,913,the,0,1
53757,913,content,0,0
53758,913,of,0,0
53759,913,this,0,0
53760,913,e-mail,0,0
53761,913,",",0,0
53762,913,and,0,0
53763,913,anything,0,1
53764,913,written,1,0
53765,913,in,0,1
53766,913,this,0,0
53767,913,e-mail,0,0
53768,913,does,1,0
53769,913,not,0,0
53770,913,necessarily,0,0
53771,913,reflect,1,0
53772,913,the,0,1
53773,913,BBC,0,0
53774,913,'s,0,0
53775,913,views,0,1
53776,913,or,0,1
53777,913,opinions,0,1
53778,913,.,0,0
53779,913,The,0,0
53780,913,BBC,0,0
53781,913,is,1,0
53782,913,not,0,0
53783,913,responsible,0,0
53784,913,for,0,0
53785,913,the,0,1
53786,913,content,0,0
53787,913,of,0,0
53788,913,this,0,0
53789,913,e-mail,0,0
53790,913,",",0,0
53791,913,and,0,0
53792,913,anything,0,1
53793,913,written,1,0
53794,913,in,0,1
53795,913,this,0,0
53796,913,e-mail,0,0
53797,913,does,1,0
53798,913,not,0,0
53799,913,necessarily,0,0
53800,913,reflect,1,0
53801,913,the,0,1
53802,913,BBC,0,0
53803,913,'s,0,0
53804,913,views,0,1
53805,913,or,0,1
53806,913,opinions,0,1
53807,913,.,0,0
53808,913,The,0,0
53809,913,BBC,0,0
53810,913,is,1,0
53811,913,not,0,0
53812,913,responsible,0,0
53813,913,for,0,0
53814,913,the,0,1
53815,913,content,0,0
53816,913,of,0,0
53817,913,this,0,0
53818,913,e-mail,0,0
53819,913,",",0,0
53820,913,and,0,0
53821,913,anything,0,1
53822,913,written,1,0
53823,913,in,0,1
53824,913,this,0,0
53825,913,e-mail,0,0
53826,913,does,1,0
53827,913,not,0,0
53828,913,necessarily,0,0
53829,913,reflect,1,0
53830,913,the,0,1
53831,913,BBC,0,0
53832,913,'s,0,0
53833,913,views,0,1
53834,913,or,0,1
53835,913,opinions,0,1
53836,913,.,0,0
53837,913,The,0,0
53838,913,BBC,0,0
53839,913,is,1,0
53840,913,not,0,0
53841,913,responsible,0,0
53842,913,for,0,0
53843,913,the,0,1
53844,913,content,0,0
53845,913,of,0,0
53846,913,this,0,0
53847,913,e-mail,0,0
53848,913,",",0,0
53849,913,and,0,0
53850,913,anything,0,1
53851,913,written,1,0
53852,913,in,0,1
53853,913,this,0,0
53854,913,e-mail,0,0
53855,913,does,1,0
53856,913,not,0,0
53857,913,necessarily,0,0
53858,913,reflect,1,0
53859,913,the,0,1
53860,913,BBC,0,0
53861,913,'s,0,0
53862,913,views,0,1
53863,913,or,0,1
53864,913,opinions,0,1
53865,913,.,0,0
53866,914,Please,0,0
53867,914,note,1,0
53868,914,that,0,0
53869,914,neither,0,1
53870,914,the,0,1
53871,914,e-mail,0,0
53872,914,address,0,1
53873,914,nor,0,1
53874,914,name,0,1
53875,914,of,0,1
53876,914,the,0,1
53877,914,sender,0,0
53878,914,have,1,0
53879,914,been,1,0
53880,914,verified,1,0
53881,914,.,0,0
53882,914,Please,0,0
53883,914,note,1,0
53884,914,that,0,0
53885,914,neither,0,1
53886,914,the,0,1
53887,914,e-mail,0,0
53888,914,address,0,1
53889,914,nor,0,1
53890,914,name,0,1
53891,914,of,0,1
53892,914,the,0,1
53893,914,sender,0,0
53894,914,have,1,0
53895,914,been,1,0
53896,914,verified,1,0
53897,914,.,0,0
53898,914,Please,0,0
53899,914,note,1,0
53900,914,that,0,0
53901,914,neither,0,1
53902,914,the,0,1
53903,914,e-mail,0,0
53904,914,address,0,1
53905,914,nor,0,1
53906,914,name,0,1
53907,914,of,0,1
53908,914,the,0,1
53909,914,sender,0,0
53910,914,have,1,0
53911,914,been,1,0
53912,914,verified,1,0
53913,914,.,0,0
53914,914,Please,0,0
53915,914,note,1,0
53916,914,that,0,0
53917,914,neither,0,1
53918,914,the,0,1
53919,914,e-mail,0,0
53920,914,address,0,1
53921,914,nor,0,1
53922,914,name,0,1
53923,914,of,0,1
53924,914,the,0,1
53925,914,sender,0,0
53926,914,have,1,0
53927,914,been,1,0
53928,914,verified,1,0
53929,914,.,0,0
53930,915,If,0,0
53931,915,you,0,1
53932,915,do,1,0
53933,915,not,0,0
53934,915,wish,1,0
53935,915,to,0,0
53936,915,receive,1,0
53937,915,such,0,1
53938,915,e-mails,0,0
53939,915,in,0,1
53940,915,the,0,0
53941,915,future,0,0
53942,915,or,0,1
53943,915,want,1,0
53944,915,to,0,0
53945,915,know,1,0
53946,915,more,0,1
53947,915,about,0,1
53948,915,the,0,0
53949,915,BBC,0,0
53950,915,'s,0,0
53951,915,Email,0,0
53952,915,a,1,0
53953,915,Friend,0,0
53954,915,service,0,0
53955,915,",",0,0
53956,915,please,0,0
53957,915,read,1,0
53958,915,our,0,1
53959,915,frequently,0,0
53960,915,asked,1,0
53961,915,questions,0,1
53962,915,.,0,0
53963,915,If,0,0
53964,915,you,0,1
53965,915,do,1,0
53966,915,not,0,0
53967,915,wish,1,0
53968,915,to,0,0
53969,915,receive,1,0
53970,915,such,0,1
53971,915,e-mails,0,0
53972,915,in,0,1
53973,915,the,0,0
53974,915,future,0,0
53975,915,or,0,1
53976,915,want,1,0
53977,915,to,0,0
53978,915,know,1,0
53979,915,more,0,1
53980,915,about,0,1
53981,915,the,0,0
53982,915,BBC,0,0
53983,915,'s,0,0
53984,915,Email,0,0
53985,915,a,1,0
53986,915,Friend,0,0
53987,915,service,0,0
53988,915,",",0,0
53989,915,please,0,0
53990,915,read,1,0
53991,915,our,0,1
53992,915,frequently,0,0
53993,915,asked,1,0
53994,915,questions,0,1
53995,915,.,0,0
53996,915,If,0,0
53997,915,you,0,1
53998,915,do,1,0
53999,915,not,0,0
54000,915,wish,1,0
54001,915,to,0,0
54002,915,receive,1,0
54003,915,such,0,1
54004,915,e-mails,0,0
54005,915,in,0,1
54006,915,the,0,0
54007,915,future,0,0
54008,915,or,0,1
54009,915,want,1,0
54010,915,to,0,0
54011,915,know,1,0
54012,915,more,0,1
54013,915,about,0,1
54014,915,the,0,0
54015,915,BBC,0,0
54016,915,'s,0,0
54017,915,Email,0,0
54018,915,a,1,0
54019,915,Friend,0,0
54020,915,service,0,0
54021,915,",",0,0
54022,915,please,0,0
54023,915,read,1,0
54024,915,our,0,1
54025,915,frequently,0,0
54026,915,asked,1,0
54027,915,questions,0,1
54028,915,.,0,0
54029,915,If,0,0
54030,915,you,0,1
54031,915,do,1,0
54032,915,not,0,0
54033,915,wish,1,0
54034,915,to,0,0
54035,915,receive,1,0
54036,915,such,0,1
54037,915,e-mails,0,0
54038,915,in,0,1
54039,915,the,0,0
54040,915,future,0,0
54041,915,or,0,1
54042,915,want,1,0
54043,915,to,0,0
54044,915,know,1,0
54045,915,more,0,1
54046,915,about,0,1
54047,915,the,0,0
54048,915,BBC,0,0
54049,915,'s,0,0
54050,915,Email,0,0
54051,915,a,1,0
54052,915,Friend,0,0
54053,915,service,0,0
54054,915,",",0,0
54055,915,please,0,0
54056,915,read,1,0
54057,915,our,0,1
54058,915,frequently,0,0
54059,915,asked,1,0
54060,915,questions,0,1
54061,915,.,0,0
54062,915,If,0,0
54063,915,you,0,1
54064,915,do,1,0
54065,915,not,0,0
54066,915,wish,1,0
54067,915,to,0,0
54068,915,receive,1,0
54069,915,such,0,1
54070,915,e-mails,0,0
54071,915,in,0,1
54072,915,the,0,0
54073,915,future,0,0
54074,915,or,0,1
54075,915,want,1,0
54076,915,to,0,0
54077,915,know,1,0
54078,915,more,0,1
54079,915,about,0,1
54080,915,the,0,0
54081,915,BBC,0,0
54082,915,'s,0,0
54083,915,Email,0,0
54084,915,a,1,0
54085,915,Friend,0,0
54086,915,service,0,0
54087,915,",",0,0
54088,915,please,0,0
54089,915,read,1,0
54090,915,our,0,1
54091,915,frequently,0,0
54092,915,asked,1,0
54093,915,questions,0,1
54094,915,.,0,0
54095,915,If,0,0
54096,915,you,0,1
54097,915,do,1,0
54098,915,not,0,0
54099,915,wish,1,0
54100,915,to,0,0
54101,915,receive,1,0
54102,915,such,0,1
54103,915,e-mails,0,0
54104,915,in,0,1
54105,915,the,0,0
54106,915,future,0,0
54107,915,or,0,1
54108,915,want,1,0
54109,915,to,0,0
54110,915,know,1,0
54111,915,more,0,1
54112,915,about,0,1
54113,915,the,0,0
54114,915,BBC,0,0
54115,915,'s,0,0
54116,915,Email,0,0
54117,915,a,1,0
54118,915,Friend,0,0
54119,915,service,0,0
54120,915,",",0,0
54121,915,please,0,0
54122,915,read,1,0
54123,915,our,0,1
54124,915,frequently,0,0
54125,915,asked,1,0
54126,915,questions,0,1
54127,915,.,0,0
54128,915,If,0,0
54129,915,you,0,1
54130,915,do,1,0
54131,915,not,0,0
54132,915,wish,1,0
54133,915,to,0,0
54134,915,receive,1,0
54135,915,such,0,1
54136,915,e-mails,0,0
54137,915,in,0,1
54138,915,the,0,0
54139,915,future,0,0
54140,915,or,0,1
54141,915,want,1,0
54142,915,to,0,0
54143,915,know,1,0
54144,915,more,0,1
54145,915,about,0,1
54146,915,the,0,0
54147,915,BBC,0,0
54148,915,'s,0,0
54149,915,Email,0,0
54150,915,a,1,0
54151,915,Friend,0,0
54152,915,service,0,0
54153,915,",",0,0
54154,915,please,0,0
54155,915,read,1,0
54156,915,our,0,1
54157,915,frequently,0,0
54158,915,asked,1,0
54159,915,questions,0,1
54160,915,.,0,0
54161,915,If,0,0
54162,915,you,0,1
54163,915,do,1,0
54164,915,not,0,0
54165,915,wish,1,0
54166,915,to,0,0
54167,915,receive,1,0
54168,915,such,0,1
54169,915,e-mails,0,0
54170,915,in,0,1
54171,915,the,0,0
54172,915,future,0,0
54173,915,or,0,1
54174,915,want,1,0
54175,915,to,0,0
54176,915,know,1,0
54177,915,more,0,1
54178,915,about,0,1
54179,915,the,0,0
54180,915,BBC,0,0
54181,915,'s,0,0
54182,915,Email,0,0
54183,915,a,1,0
54184,915,Friend,0,0
54185,915,service,0,0
54186,915,",",0,0
54187,915,please,0,0
54188,915,read,1,0
54189,915,our,0,1
54190,915,frequently,0,0
54191,915,asked,1,0
54192,915,questions,0,1
54193,915,.,0,0
54194,915,If,0,0
54195,915,you,0,1
54196,915,do,1,0
54197,915,not,0,0
54198,915,wish,1,0
54199,915,to,0,0
54200,915,receive,1,0
54201,915,such,0,1
54202,915,e-mails,0,0
54203,915,in,0,1
54204,915,the,0,0
54205,915,future,0,0
54206,915,or,0,1
54207,915,want,1,0
54208,915,to,0,0
54209,915,know,1,0
54210,915,more,0,1
54211,915,about,0,1
54212,915,the,0,0
54213,915,BBC,0,0
54214,915,'s,0,0
54215,915,Email,0,0
54216,915,a,1,0
54217,915,Friend,0,0
54218,915,service,0,0
54219,915,",",0,0
54220,915,please,0,0
54221,915,read,1,0
54222,915,our,0,1
54223,915,frequently,0,0
54224,915,asked,1,0
54225,915,questions,0,1
54226,915,.,0,0
54227,916,http://news.bbc.co.uk/1/hi/help/4162471.stm,0,0
54228,917,[,0,0
54229,917,http://www.reuters.co.uk/newsPackageArticle.jhtml?type=worldNews&storyID=624569&section=news,0,0
54230,917,],0,0
54231,918,With,0,0
54232,918,protests,0,0
54233,918,going,1,0
54234,918,on,0,0
54235,918,in,1,0
54236,918,the,0,0
54237,918,Chilean,0,0
54238,918,capital,0,0
54239,918,of,0,0
54240,918,Santiago,0,0
54241,918,(,0,0
54242,918,from,0,0
54243,918,the,0,0
54244,918,economic,0,0
54245,918,summit,0,0
54246,918,),0,0
54247,918,",",0,0
54248,918,President,0,0
54249,918,Bush,0,0
54250,918,visited,1,0
54251,918,Chinese,0,0
54252,918,President,0,0
54253,918,Hu,0,0
54254,918,Jintao,0,0
54255,918,and,0,1
54256,918,other,0,0
54257,918,key,0,0
54258,918,allies,0,1
54259,918,in,1,0
54260,918,Santiago,0,0
54261,918,.,0,0
54262,918,With,0,0
54263,918,protests,0,0
54264,918,going,1,0
54265,918,on,0,0
54266,918,in,1,0
54267,918,the,0,0
54268,918,Chilean,0,0
54269,918,capital,0,0
54270,918,of,0,0
54271,918,Santiago,0,0
54272,918,(,0,0
54273,918,from,0,0
54274,918,the,0,0
54275,918,economic,0,0
54276,918,summit,0,0
54277,918,),0,0
54278,918,",",0,0
54279,918,President,0,0
54280,918,Bush,0,0
54281,918,visited,1,0
54282,918,Chinese,0,0
54283,918,President,0,0
54284,918,Hu,0,0
54285,918,Jintao,0,0
54286,918,and,0,1
54287,918,other,0,0
54288,918,key,0,0
54289,918,allies,0,1
54290,918,in,1,0
54291,918,Santiago,0,0
54292,918,.,0,0
54293,918,With,0,0
54294,918,protests,0,0
54295,918,going,1,0
54296,918,on,0,0
54297,918,in,1,0
54298,918,the,0,0
54299,918,Chilean,0,0
54300,918,capital,0,0
54301,918,of,0,0
54302,918,Santiago,0,0
54303,918,(,0,0
54304,918,from,0,0
54305,918,the,0,0
54306,918,economic,0,0
54307,918,summit,0,0
54308,918,),0,0
54309,918,",",0,0
54310,918,President,0,0
54311,918,Bush,0,0
54312,918,visited,1,0
54313,918,Chinese,0,0
54314,918,President,0,0
54315,918,Hu,0,0
54316,918,Jintao,0,0
54317,918,and,0,1
54318,918,other,0,0
54319,918,key,0,0
54320,918,allies,0,1
54321,918,in,1,0
54322,918,Santiago,0,0
54323,918,.,0,0
54324,918,With,0,0
54325,918,protests,0,0
54326,918,going,1,0
54327,918,on,0,0
54328,918,in,1,0
54329,918,the,0,0
54330,918,Chilean,0,0
54331,918,capital,0,0
54332,918,of,0,0
54333,918,Santiago,0,0
54334,918,(,0,0
54335,918,from,0,0
54336,918,the,0,0
54337,918,economic,0,0
54338,918,summit,0,0
54339,918,),0,0
54340,918,",",0,0
54341,918,President,0,0
54342,918,Bush,0,0
54343,918,visited,1,0
54344,918,Chinese,0,0
54345,918,President,0,0
54346,918,Hu,0,0
54347,918,Jintao,0,0
54348,918,and,0,1
54349,918,other,0,0
54350,918,key,0,0
54351,918,allies,0,1
54352,918,in,1,0
54353,918,Santiago,0,0
54354,918,.,0,0
54355,919,The,0,0
54356,919,talk,0,1
54357,919,of,0,1
54358,919,the,0,1
54359,919,day,0,0
54360,919,besides,0,1
54361,919,a,1,0
54362,919,more,0,0
54363,919,level,0,0
54364,919,playing,0,0
54365,919,field,0,0
54366,919,with,0,0
54367,919,China,0,0
54368,919,was,1,0
54369,919,North,0,0
54370,919,Korea,0,0
54371,919,.,0,0
54372,919,The,0,0
54373,919,talk,0,1
54374,919,of,0,1
54375,919,the,0,1
54376,919,day,0,0
54377,919,besides,0,1
54378,919,a,1,0
54379,919,more,0,0
54380,919,level,0,0
54381,919,playing,0,0
54382,919,field,0,0
54383,919,with,0,0
54384,919,China,0,0
54385,919,was,1,0
54386,919,North,0,0
54387,919,Korea,0,0
54388,919,.,0,0
54389,920,China,0,0
54390,920,has,1,0
54391,920,been,1,0
54392,920,a,1,0
54393,920,great,0,1
54394,920,help,0,1
54395,920,at,0,1
54396,920,getting,1,0
54397,920,North,0,0
54398,920,Korea,0,0
54399,920,to,0,0
54400,920,the,0,0
54401,920,table,0,0
54402,920,and,0,0
54403,920,Bush,0,0
54404,920,is,1,0
54405,920,hoping,1,0
54406,920,that,0,0
54407,920,with,0,0
54408,920,their,0,0
54409,920,cooperation,0,0
54410,920,Korea,0,0
54411,920,can,1,0
54412,920,become,1,0
54413,920,a,1,0
54414,920,nuclear,0,0
54415,920,free,0,1
54416,920,peninsula,0,1
54417,920,.,0,0
54418,920,China,0,0
54419,920,has,1,0
54420,920,been,1,0
54421,920,a,1,0
54422,920,great,0,1
54423,920,help,0,1
54424,920,at,0,1
54425,920,getting,1,0
54426,920,North,0,0
54427,920,Korea,0,0
54428,920,to,0,0
54429,920,the,0,0
54430,920,table,0,0
54431,920,and,0,0
54432,920,Bush,0,0
54433,920,is,1,0
54434,920,hoping,1,0
54435,920,that,0,0
54436,920,with,0,0
54437,920,their,0,0
54438,920,cooperation,0,0
54439,920,Korea,0,0
54440,920,can,1,0
54441,920,become,1,0
54442,920,a,1,0
54443,920,nuclear,0,0
54444,920,free,0,1
54445,920,peninsula,0,1
54446,920,.,0,0
54447,920,China,0,0
54448,920,has,1,0
54449,920,been,1,0
54450,920,a,1,0
54451,920,great,0,1
54452,920,help,0,1
54453,920,at,0,1
54454,920,getting,1,0
54455,920,North,0,0
54456,920,Korea,0,0
54457,920,to,0,0
54458,920,the,0,0
54459,920,table,0,0
54460,920,and,0,0
54461,920,Bush,0,0
54462,920,is,1,0
54463,920,hoping,1,0
54464,920,that,0,0
54465,920,with,0,0
54466,920,their,0,0
54467,920,cooperation,0,0
54468,920,Korea,0,0
54469,920,can,1,0
54470,920,become,1,0
54471,920,a,1,0
54472,920,nuclear,0,0
54473,920,free,0,1
54474,920,peninsula,0,1
54475,920,.,0,0
54476,920,China,0,0
54477,920,has,1,0
54478,920,been,1,0
54479,920,a,1,0
54480,920,great,0,1
54481,920,help,0,1
54482,920,at,0,1
54483,920,getting,1,0
54484,920,North,0,0
54485,920,Korea,0,0
54486,920,to,0,0
54487,920,the,0,0
54488,920,table,0,0
54489,920,and,0,0
54490,920,Bush,0,0
54491,920,is,1,0
54492,920,hoping,1,0
54493,920,that,0,0
54494,920,with,0,0
54495,920,their,0,0
54496,920,cooperation,0,0
54497,920,Korea,0,0
54498,920,can,1,0
54499,920,become,1,0
54500,920,a,1,0
54501,920,nuclear,0,0
54502,920,free,0,1
54503,920,peninsula,0,1
54504,920,.,0,0
54505,920,China,0,0
54506,920,has,1,0
54507,920,been,1,0
54508,920,a,1,0
54509,920,great,0,1
54510,920,help,0,1
54511,920,at,0,1
54512,920,getting,1,0
54513,920,North,0,0
54514,920,Korea,0,0
54515,920,to,0,0
54516,920,the,0,0
54517,920,table,0,0
54518,920,and,0,0
54519,920,Bush,0,0
54520,920,is,1,0
54521,920,hoping,1,0
54522,920,that,0,0
54523,920,with,0,0
54524,920,their,0,0
54525,920,cooperation,0,0
54526,920,Korea,0,0
54527,920,can,1,0
54528,920,become,1,0
54529,920,a,1,0
54530,920,nuclear,0,0
54531,920,free,0,1
54532,920,peninsula,0,1
54533,920,.,0,0
54534,920,China,0,0
54535,920,has,1,0
54536,920,been,1,0
54537,920,a,1,0
54538,920,great,0,1
54539,920,help,0,1
54540,920,at,0,1
54541,920,getting,1,0
54542,920,North,0,0
54543,920,Korea,0,0
54544,920,to,0,0
54545,920,the,0,0
54546,920,table,0,0
54547,920,and,0,0
54548,920,Bush,0,0
54549,920,is,1,0
54550,920,hoping,1,0
54551,920,that,0,0
54552,920,with,0,0
54553,920,their,0,0
54554,920,cooperation,0,0
54555,920,Korea,0,0
54556,920,can,1,0
54557,920,become,1,0
54558,920,a,1,0
54559,920,nuclear,0,0
54560,920,free,0,1
54561,920,peninsula,0,1
54562,920,.,0,0
54563,920,China,0,0
54564,920,has,1,0
54565,920,been,1,0
54566,920,a,1,0
54567,920,great,0,1
54568,920,help,0,1
54569,920,at,0,1
54570,920,getting,1,0
54571,920,North,0,0
54572,920,Korea,0,0
54573,920,to,0,0
54574,920,the,0,0
54575,920,table,0,0
54576,920,and,0,0
54577,920,Bush,0,0
54578,920,is,1,0
54579,920,hoping,1,0
54580,920,that,0,0
54581,920,with,0,0
54582,920,their,0,0
54583,920,cooperation,0,0
54584,920,Korea,0,0
54585,920,can,1,0
54586,920,become,1,0
54587,920,a,1,0
54588,920,nuclear,0,0
54589,920,free,0,1
54590,920,peninsula,0,1
54591,920,.,0,0
54592,920,China,0,0
54593,920,has,1,0
54594,920,been,1,0
54595,920,a,1,0
54596,920,great,0,1
54597,920,help,0,1
54598,920,at,0,1
54599,920,getting,1,0
54600,920,North,0,0
54601,920,Korea,0,0
54602,920,to,0,0
54603,920,the,0,0
54604,920,table,0,0
54605,920,and,0,0
54606,920,Bush,0,0
54607,920,is,1,0
54608,920,hoping,1,0
54609,920,that,0,0
54610,920,with,0,0
54611,920,their,0,0
54612,920,cooperation,0,0
54613,920,Korea,0,0
54614,920,can,1,0
54615,920,become,1,0
54616,920,a,1,0
54617,920,nuclear,0,0
54618,920,free,0,1
54619,920,peninsula,0,1
54620,920,.,0,0
54621,921,REUTERS,0,0
54622,921,/,0,0
54623,921,Jason,0,0
54624,921,Reed,0,0
54625,922,U.S.,0,0
54626,922,President,0,0
54627,922,George,0,0
54628,922,W.,0,0
54629,922,Bush,0,0
54630,922,shakes,1,0
54631,922,hands,0,1
54632,922,with,0,0
54633,922,Chinese,0,0
54634,922,President,0,0
54635,922,Hu,0,0
54636,922,Jintao,0,0
54637,922,in,0,0
54638,922,a,1,0
54639,922,bilateral,0,0
54640,922,meeting,0,0
54641,922,in,0,0
54642,922,Santiago,0,0
54643,922,.,0,1
54644,922,U.S.,0,0
54645,922,President,0,0
54646,922,George,0,0
54647,922,W.,0,0
54648,922,Bush,0,0
54649,922,shakes,1,0
54650,922,hands,0,1
54651,922,with,0,0
54652,922,Chinese,0,0
54653,922,President,0,0
54654,922,Hu,0,0
54655,922,Jintao,0,0
54656,922,in,0,0
54657,922,a,1,0
54658,922,bilateral,0,0
54659,922,meeting,0,0
54660,922,in,0,0
54661,922,Santiago,0,0
54662,922,.,0,1
54663,923,Bush,0,0
54664,923,is,1,0
54665,923,in,1,0
54666,923,Santiago,0,0
54667,923,for,0,0
54668,923,the,0,0
54669,923,annual,0,0
54670,923,Asia,0,0
54671,923,-,0,0
54672,923,Pacific,0,0
54673,923,Economic,0,0
54674,923,Cooperation,0,0
54675,923,(,0,0
54676,923,APEC,0,0
54677,923,),0,0
54678,923,leaders,0,1
54679,923,meeting,1,0
54680,923,.,0,0
54681,923,Bush,0,0
54682,923,is,1,0
54683,923,in,1,0
54684,923,Santiago,0,0
54685,923,for,0,0
54686,923,the,0,0
54687,923,annual,0,0
54688,923,Asia,0,0
54689,923,-,0,0
54690,923,Pacific,0,0
54691,923,Economic,0,0
54692,923,Cooperation,0,0
54693,923,(,0,0
54694,923,APEC,0,0
54695,923,),0,0
54696,923,leaders,0,1
54697,923,meeting,1,0
54698,923,.,0,0
54699,924,Hopefully,0,0
54700,924,President,0,0
54701,924,Bush,0,0
54702,924,can,1,0
54703,924,accomplish,1,0
54704,924,these,0,1
54705,924,goals,0,1
54706,924,which,0,1
54707,924,will,1,0
54708,924,not,0,0
54709,924,only,0,0
