,number,token
89117,5699,April
89118,5699,.
89119,5700,I
89120,5700,know
89121,5700,that
89122,5700,a
89123,5700,transaction
89124,5700,of
89125,5700,this
89126,5700,magnitude
89127,5700,would
89128,5700,make
89129,5700,anyone
89130,5700,apprehensive
89131,5700,and
89132,5700,worried
89133,5700,.
89134,5701,But
89135,5701,I
89136,5701,am
89137,5701,assuring
89138,5701,you
89139,5701,that
89140,5701,all
89141,5701,will
89142,5701,be
89143,5701,well
89144,5701,at
89145,5701,the
89146,5701,end
89147,5701,of
89148,5701,the
89149,5701,day
89150,5701,.
89151,5702,A
89152,5702,bold
89153,5702,step
89154,5702,taken
89155,5702,shall
89156,5702,not
89157,5702,be
89158,5702,regretted
89159,5702,","
89160,5702,I
89161,5702,assure
89162,5702,you
89163,5702,.
89164,5703,Please
89165,5703,do
89166,5703,be
89167,5703,informed
89168,5703,that
89169,5703,this
89170,5703,business
89171,5703,transaction
89172,5703,is
89173,5703,100
89174,5703,%
89175,5703,legal
89176,5703,.
89177,5704,If
89178,5704,you
89179,5704,do
89180,5704,not
89181,5704,wish
89182,5704,to
89183,5704,co
89184,5704,-
89185,5704,operate
89186,5704,in
89187,5704,this
89188,5704,transaction
89189,5704,","
89190,5704,please
89191,5704,contact
89192,5704,our
89193,5704,intermediary
89194,5704,representatives
89195,5704,to
89196,5704,further
89197,5704,discuss
89198,5704,the
89199,5704,matter
89200,5704,.
89201,5705,I
89202,5705,pray
89203,5705,that
89204,5705,you
89205,5705,understand
89206,5705,our
89207,5705,plight
89208,5705,.
89209,5706,My
89210,5706,family
89211,5706,and
89212,5706,our
89213,5706,colleagues
89214,5706,will
89215,5706,be
89216,5706,forever
89217,5706,grateful
89218,5706,.
89219,5707,Please
89220,5707,reply
89221,5707,in
89222,5707,strict
89223,5707,confidence
89224,5707,to
89225,5707,the
89226,5707,contact
89227,5707,numbers
89228,5707,below
89229,5707,.
89230,5708,Sincerely
89231,5708,with
89232,5708,warm
89233,5708,regards
89234,5708,","
89235,5709,George
89236,5709,Walker
89237,5709,Bush
89238,5709,Switchboard
89239,5709,:
89240,5709,202.456.1414
89241,5709,Comments
89242,5709,:
89243,5709,202.456.1111
89244,5709,Fax
89245,5709,:
89246,5709,202.456.2461
89247,5709,e
89248,5709,-
89249,5709,mail
89250,5709,:
89251,5709,presid...@whitehouse.gov
89252,5710,US
89253,5710,battles
89254,5710,to
89255,5710,save
89256,5710,storm
89257,5710,victims
89258,5711,Watch
89259,5711,the
89260,5711,airlift
89261,5712,Emergency
89262,5712,teams
89263,5712,in
89264,5712,the
89265,5712,southern
89266,5712,US
89267,5712,are
89268,5712,battling
89269,5712,to
89270,5712,reach
89271,5712,survivors
89272,5712,of
89273,5712,Hurricane
89274,5712,Katrina
89275,5712,","
89276,5712,the
89277,5712,most
89278,5712,destructive
89279,5712,storm
89280,5712,to
89281,5712,hit
89282,5712,the
89283,5712,country
89284,5712,in
89285,5712,decades
89286,5712,.
89287,5713,Hundreds
89288,5713,of
89289,5713,people
89290,5713,are
89291,5713,feared
89292,5713,dead
89293,5713,in
89294,5713,Mississippi
89295,5713,","
89296,5713,and
89297,5713,the
89298,5713,Louisiana
89299,5713,city
89300,5713,of
89301,5713,New
89302,5713,Orleans
89303,5713,is
89304,5713,badly
89305,5713,flooded
89306,5713,.
89307,5714,The
89308,5714,city
89309,5714,mayor
89310,5714,said
89311,5714,rescuers
89312,5714,were
89313,5714,unable
89314,5714,to
89315,5714,retrieve
89316,5714,the
89317,5714,dead
89318,5714,.
89319,5715,They
89320,5715,'re
89321,5715,just
89322,5715,pushing
89323,5715,them
89324,5715,aside
89325,5715,","
89326,5715,he
89327,5715,said
89328,5715,.
89329,5716,Amid
89330,5716,worsening
89331,5716,conditions
89332,5716,","
89333,5716,officials
89334,5716,plan
89335,5716,to
89336,5716,evacuate
89337,5716,a
89338,5716,New
89339,5716,Orleans
89340,5716,stadium
89341,5716,where
89342,5716,up
89343,5716,to
89344,5716,"20,000"
89345,5716,people
89346,5716,took
89347,5716,shelter
89348,5716,.
89349,5717,The
89350,5717,Superdome
89351,5717,stadium
89352,5717,is
89353,5717,without
89354,5717,power
89355,5717,","
89356,5717,and
89357,5717,toilets
89358,5717,are
89359,5717,overflowing
89360,5717,.
89361,5718,Map
89362,5718,of
89363,5718,central
89364,5718,New
89365,5718,Orleans
89366,5719,It
89367,5719,'s
89368,5719,a
89369,5719,very
89370,5719,","
89371,5719,very
89372,5719,desperate
89373,5719,situation
89374,5719,","
89375,5719,Louisiana
89376,5719,Governor
89377,5719,Kathleen
89378,5719,Blanco
89379,5719,said
89380,5719,.
89381,5720,[
89382,5720,an
89383,5720,error
89384,5720,occurred
89385,5720,while
89386,5720,processing
89387,5720,this
89388,5720,directive
89389,5720,]
89390,5721,One
89391,5721,resident
89392,5721,of
89393,5721,New
89394,5721,Orleans
89395,5721,said
89396,5721,escaping
89397,5721,from
89398,5721,the
89399,5721,storm
89400,5721,was
89401,5721,""""
89402,5721,hell
89403,5721,""""
89404,5721,.
89405,5722,We
89406,5722,were
89407,5722,screaming
89408,5722,","
89409,5722,hollering
89410,5722,","
89411,5722,flashing
89412,5722,lights
89413,5722,.
89414,5722,"
"
89415,5722,It
89416,5722,was
89417,5722,complete
89418,5722,chaos
89419,5722,","
89420,5722,Kioka
89421,5722,Williams
89422,5722,told
89423,5722,the
89424,5722,Associated
89425,5722,Press
89426,5722,news
89427,5722,agency
89428,5722,.
89429,5723,She
89430,5723,had
89431,5723,to
89432,5723,hack
89433,5723,her
89434,5723,way
89435,5723,through
89436,5723,the
89437,5723,ceiling
89438,5723,of
89439,5723,her
89440,5723,beauty
89441,5723,shop
89442,5723,as
89443,5723,flood
89444,5723,waters
89445,5723,rose
89446,5723,in
89447,5723,the
89448,5723,city
89449,5723,of
89450,5723,half
89451,5723,a
89452,5723,million
89453,5723,people
89454,5723,-
89455,5723,much
89456,5723,of
89457,5723,which
89458,5723,lies
89459,5723,below
89460,5723,sea
89461,5723,level
89462,5723,.
89463,5724,Flooding
89464,5725,Walls
89465,5725,keeping
89466,5725,water
89467,5725,out
89468,5725,of
89469,5725,the
89470,5725,bowl
89471,5725,-
89472,5725,shaped
89473,5725,city
89474,5725,have
89475,5725,been
89476,5725,breached
89477,5725,","
89478,5725,and
89479,5725,emergency
89480,5725,teams
89481,5725,are
89482,5725,using
89483,5725,helicopters
89484,5725,to
89485,5725,drop
89486,5725,"1,350"
89487,5725,kg
89488,5725,(
89489,5725,"3,000"
89490,5725,lb
89491,5725,)
89492,5725,sandbags
89493,5725,and
89494,5725,concrete
89495,5725,barriers
89496,5725,into
89497,5725,the
89498,5725,gaps
89499,5725,.
89500,5726,Before
89501,5726,the
89502,5726,phones
89503,5726,went
89504,5726,","
89505,5726,I
89506,5726,was
89507,5726,told
89508,5726,[
89509,5726,my
89510,5726,family
89511,5726,in
89512,5726,Biloxi
89513,5726,]
89514,5726,had
89515,5726,lost
89516,5726,their
89517,5726,roof
89518,5726,","
89519,5726,barn
89520,5726,","
89521,5726,2
89522,5726,oak
89523,5726,trees
89524,5726,and
89525,5726,many
89526,5726,pines
89527,5726,and
89528,5726,they
89529,5726,were
89530,5726,letting
89531,5726,in
89532,5726,water
89533,5727,Natalie
89534,5727,McVeigh
89535,5727,Oakley
89536,5727,","
89537,5727,England
89538,5728,Your
89539,5728,Katrina
89540,5728,experiences
89541,5729,Blogging
89542,5729,Katrina
89543,5730,New
89544,5730,Orleans
89545,5730,mayor
89546,5730,Ray
89547,5730,Nagin
89548,5730,said
89549,5730,up
89550,5730,to
89551,5730,80
89552,5730,%
89553,5730,of
89554,5730,the
89555,5730,city
89556,5730,was
89557,5730,submerged
89558,5730,","
89559,5730,in
89560,5730,some
89561,5730,cases
89562,5730,by
89563,5730,waters
89564,5730,6
89565,5730,m
89566,5730,(
89567,5730,20
89568,5730,ft
89569,5730,)
89570,5730,deep
89571,5730,.
89572,5731,He
89573,5731,warned
89574,5731,water
89575,5731,levels
89576,5731,could
89577,5731,still
89578,5731,rise
89579,5731,.
89580,5732,Some
89581,5732,sections
89582,5732,of
89583,5732,the
89584,5732,city
89585,5732,which
89586,5732,are
89587,5732,dry
89588,5732,now
89589,5732,could
89590,5732,see
89591,5732,nine
89592,5732,or
89593,5732,10
89594,5732,feet
89595,5732,(
89596,5732,some
89597,5732,3
89598,5732,m
89599,5732,)
89600,5732,of
89601,5732,water
89602,5732,","
89603,5732,he
89604,5732,said
89605,5732,.
89606,5733,The
89607,5733,US
89608,5733,Army
89609,5733,Corps
89610,5733,of
89611,5733,Engineers
89612,5733,says
89613,5733,it
89614,5733,could
89615,5733,take
89616,5733,a
89617,5733,month
89618,5733,to
89619,5733,clear
89620,5733,the
89621,5733,flood
89622,5733,waters
89623,5733,","
89624,5733,and
89625,5733,the
89626,5733,government
89627,5733,'s
89628,5733,disaster
89629,5733,relief
89630,5733,agency
89631,5733,has
89632,5733,urged
89633,5733,evacuees
89634,5733,not
89635,5733,to
89636,5733,try
89637,5733,to
89638,5733,get
89639,5733,back
89640,5733,to
89641,5733,their
89642,5733,homes
89643,5733,.
89644,5734,The
89645,5734,BBC
89646,5734,'s
89647,5734,Alastair
89648,5734,Leithead
89649,5734,in
89650,5734,New
89651,5734,Orleans
89652,5734,says
89653,5734,there
89654,5734,is
89655,5734,panic
89656,5734,as
89657,5734,vital
89658,5734,supplies
89659,5734,run
89660,5734,out
89661,5734,.
89662,5735,Heavily
89663,5735,armed
89664,5735,police
89665,5735,have
89666,5735,been
89667,5735,trying
89668,5735,to
89669,5735,impose
89670,5735,a
89671,5735,form
89672,5735,of
89673,5735,martial
89674,5735,law
89675,5735,to
89676,5735,stem
89677,5735,outbreaks
89678,5735,of
89679,5735,looting
89680,5735,.
89681,5736,While
89682,5736,some
89683,5736,looters
89684,5736,are
89685,5736,stealing
89686,5736,non
89687,5736,-
89688,5736,essential
89689,5736,goods
89690,5736,","
89691,5736,others
89692,5736,are
89693,5736,simply
89694,5736,trying
89695,5736,to
89696,5736,find
89697,5736,food
89698,5736,and
89699,5736,water
89700,5736,.
89701,5737,'
89702,5737,Hundreds
89703,5737,dead
89704,5737,'
89705,5738,The
89706,5738,situation
89707,5738,appears
89708,5738,to
89709,5738,be
89710,5738,even
89711,5738,worse
89712,5738,in
89713,5738,Mississippi
89714,5738,.
89715,5739,You
89716,5739,'re
89717,5739,going
89718,5739,to
89719,5739,be
89720,5739,looking
89721,5739,at
89722,5739,hundreds
89723,5739,dead
89724,5739,along
89725,5739,the
89726,5739,coast
89727,5739,","
89728,5739,a
89729,5739,state
89730,5739,official
89731,5739,said
89732,5739,.
89733,5740,[
89734,5740,an
89735,5740,error
89736,5740,occurred
89737,5740,while
89738,5740,processing
89739,5740,this
89740,5740,directive
89741,5740,]
89742,5741,Casinos
89743,5741,housed
89744,5741,in
89745,5741,barges
89746,5741,have
89747,5741,been
89748,5741,hurled
89749,5741,onto
89750,5741,the
89751,5741,beach
89752,5741,and
89753,5741,beyond
89754,5741,.
89755,5742,Tens
89756,5742,of
89757,5742,thousands
89758,5742,are
89759,5742,homeless
89760,5742,","
89761,5742,and
89762,5742,officials
89763,5742,say
89764,5742,it
89765,5742,could
89766,5742,be
89767,5742,weeks
89768,5742,before
89769,5742,power
89770,5742,is
89771,5742,restored
89772,5742,.
89773,5743,I
89774,5743,can
89775,5743,only
89776,5743,imagine
89777,5743,that
89778,5743,this
89779,5743,is
89780,5743,what
89781,5743,Hiroshima
89782,5743,looked
89783,5743,like
89784,5743,60
89785,5743,years
89786,5743,ago
89787,5743,","
89788,5743,said
89789,5743,Mississippi
89790,5743,Governor
89791,5743,Haley
89792,5743,Barbour
89793,5743,after
89794,5743,viewing
89795,5743,the
89796,5743,destruction
89797,5743,from
89798,5743,the
89799,5743,air
89800,5743,.
89801,5744,Survivors
89802,5744,are
89803,5744,being
89804,5744,found
89805,5744,all
89806,5744,the
89807,5744,time
89808,5744,","
89809,5744,including
89810,5744,two
89811,5744,children
89812,5744,who
89813,5744,lost
89814,5744,their
89815,5744,parents
89816,5744,.
89817,5745,Harrison
89818,5745,County
89819,5745,in
89820,5745,Mississippi
89821,5745,bore
89822,5745,the
89823,5745,brunt
89824,5745,of
89825,5745,Hurricane
89826,5745,Katrina
89827,5745,as
89828,5745,it
89829,5745,slammed
89830,5745,into
89831,5745,Biloxi
89832,5745,and
89833,5745,Gulfport
89834,5745,before
89835,5745,heading
89836,5745,inland
89837,5745,.
89838,5746,Mississippi
89839,5746,media
89840,5746,earlier
89841,5746,reported
89842,5746,54
89843,5746,people
89844,5746,killed
89845,5746,in
89846,5746,the
89847,5746,state
89848,5746,.
89849,5747,In
89850,5747,Biloxi
89851,5747,","
89852,5747,30
89853,5747,people
89854,5747,were
89855,5747,reported
89856,5747,dead
89857,5747,in
89858,5747,one
89859,5747,block
89860,5747,of
89861,5747,flats
89862,5747,which
89863,5747,was
89864,5747,hit
89865,5747,by
89866,5747,a
89867,5747,9
89868,5747,m
89869,5747,(
89870,5747,30
89871,5747,ft
89872,5747,)
89873,5747,""""
89874,5747,storm
89875,5747,surge
89876,5747,""""
89877,5747,.
89878,5748,The
89879,5748,town
89880,5748,'s
89881,5748,death
89882,5748,toll
89883,5748,may
89884,5748,be
89885,5748,""""
89886,5748,in
89887,5748,the
89888,5748,hundreds
89889,5748,""""
89890,5748,","
89891,5748,municipal
89892,5748,spokesman
89893,5748,Vincent
89894,5748,Creel
89895,5748,said
89896,5748,.
89897,5749,Mobilising
89898,5750,Louisiana
89899,5750,'s
89900,5750,Governor
89901,5750,Blanco
89902,5750,urged
89903,5750,residents
89904,5750,to
89905,5750,spend
89906,5750,Wednesday
89907,5750,in
89908,5750,prayer
89909,5750,and
89910,5750,assured
89911,5750,them
89912,5750,the
89913,5750,crisis
89914,5750,would
89915,5750,eventually
89916,5750,be
89917,5750,overcome
89918,5750,.
89919,5751,Follow
89920,5751,Katrina
89921,5751,'s
89922,5751,path
89923,5752,The
89924,5752,US
89925,5752,Red
89926,5752,Cross
89927,5752,has
89928,5752,mobilised
89929,5752,thousands
89930,5752,of
89931,5752,volunteers
89932,5752,for
89933,5752,its
89934,5752,biggest
89935,5752,-
89936,5752,ever
89937,5752,natural
89938,5752,disaster
89939,5752,effort
89940,5752,and
89941,5752,federal
89942,5752,emergency
89943,5752,teams
89944,5752,are
89945,5752,being
89946,5752,dispatched
89947,5752,to
89948,5752,affected
89949,5752,areas
89950,5752,.
89951,5753,President
89952,5753,George
89953,5753,W
89954,5753,Bush
89955,5753,","
89956,5753,who
89957,5753,has
89958,5753,cut
89959,5753,his
89960,5753,holiday
89961,5753,two
89962,5753,days
89963,5753,short
89964,5753,","
89965,5753,has
89966,5753,called
89967,5753,on
89968,5753,Americans
89969,5753,to
89970,5753,donate
89971,5753,to
89972,5753,the
89973,5753,Red
89974,5753,Cross
89975,5753,or
89976,5753,other
89977,5753,organisations
89978,5753,.
89979,5754,Damage
89980,5754,estimates
89981,5754,of
89982,5754,more
89983,5754,than
89984,5754,$
89985,5754,25bn
89986,5754,suggest
89987,5754,it
89988,5754,could
89989,5754,be
89990,5754,the
89991,5754,US
89992,5754,insurance
89993,5754,industry
89994,5754,'s
89995,5754,most
89996,5754,expensive
89997,5754,natural
89998,5754,disaster
89999,5754,ever
90000,5754,.
90001,5755,The
90002,5755,price
90003,5755,of
90004,5755,crude
90005,5755,oil
90006,5755,on
90007,5755,the
90008,5755,international
90009,5755,market
90010,5755,hit
90011,5755,a
90012,5755,record
90013,5755,$
90014,5755,70.85
90015,5755,a
90016,5755,barrel
90017,5755,due
90018,5755,to
90019,5755,the
90020,5755,vulnerability
90021,5755,of
90022,5755,oil
90023,5755,and
90024,5755,gas
90025,5755,fields
90026,5755,in
90027,5755,the
90028,5755,Gulf
90029,5755,of
90030,5755,Mexico
90031,5755,.
90032,5756,The
90033,5756,US
90034,5756,energy
90035,5756,secretary
90036,5756,has
90037,5756,announced
90038,5756,that
90039,5756,oil
90040,5756,will
90041,5756,be
90042,5756,released
90043,5756,from
90044,5756,government
90045,5756,petroleum
90046,5756,reserves
90047,5756,.
90048,5757,Return
90049,5757,to
90050,5757,the
90051,5757,top
90052,5758,MOON
90053,5758,LANDING
90054,5758,HOAX
90055,5758,:
90056,5758,CHURCH
90057,5758,=
90058,5758,TECHNOLOGY
90059,5758,&
90060,5758,GOVERNMENT
90061,5758,-
90062,5758,Shuttle
90063,5758,Carried
90064,5758,on
90065,5758,Aircraft
90066,5758,model
90067,5759,Q
90068,5759,:
90069,5759,NASA
90070,5759,IS
90071,5759,A
90072,5759,WASTE
90073,5759,!
90074,5760,(
90075,5760,Answered
90076,5760,","
90077,5760,2
90078,5760,Comments
90079,5760,)
90080,5761,Question
90081,5762,Subject
90082,5762,:
90083,5762,NASA
90084,5762,IS
90085,5762,A
90086,5762,WASTE
90087,5762,!
90088,5763,Category
90089,5763,:
90090,5763,Science
90091,5763,>
90092,5763,Astronomy
90093,5764,Asked
90094,5764,by
90095,5764,:
90096,5764,yheggy
90097,5764,-
90098,5764,ga
90099,5765,List
90100,5765,Price
90101,5765,:
90102,5765,$
90103,5765,2.00
90104,5766,Posted
90105,5766,:
90106,5766,25
90107,5766,Oct
90108,5766,2004
90109,5766,18:32
90110,5766,PDT
90111,5767,Expires
90112,5767,:
90113,5767,24
90114,5767,Nov
90115,5767,2004
90116,5767,17:32
90117,5767,PST
90118,5768,Question
90119,5768,ID
90120,5768,:
90121,5768,420072
90122,5769,How
90123,5769,much
90124,5769,money
90125,5769,does
90126,5769,the
90127,5769,USA
90128,5769,give
90129,5769,NASA
90130,5769,per
90131,5769,year
90132,5769,?
90133,5770,Answer
90134,5771,Subject
90135,5771,:
90136,5771,Re
90137,5771,:
90138,5771,NASA
90139,5771,IS
90140,5771,A
90141,5771,WASTE
90142,5771,!
90143,5772,Answered
90144,5772,By
90145,5772,:
90146,5772,googlenut
90147,5772,-
90148,5772,ga
90149,5772,on
90150,5772,25
90151,5772,Oct
90152,5772,2004
90153,5772,19:14
90154,5772,PDT
90155,5773,Hello
90156,5773,yheggy
90157,5773,-
90158,5773,ga
90159,5773,","
90160,5774,On
90161,5774,September
90162,5774,21
90163,5774,","
90164,5774,2004
90165,5774,","
90166,5774,the
90167,5774,U.S.
90168,5774,Senate
90169,5774,Appropriations
90170,5774,Committee
90171,5774,approved
90172,5774,$
90173,5774,16.379
90174,5774,billion
90175,5774,in
90176,5774,funding
90177,5774,for
90178,5774,NASA
90179,5774,for
90180,5774,fiscal
90181,5774,year
90182,5774,2005
90183,5774,.
90184,5775,This
90185,5775,is
90186,5775,a
90187,5775,$
90188,5775,200
90189,5775,million
90190,5775,increase
90191,5775,over
90192,5775,what
90193,5775,NASA
90194,5775,received
90195,5775,for
90196,5775,fiscal
90197,5775,year
90198,5775,2004
90199,5775,.
90200,5776,U.S.
90201,5776,Senate
90202,5776,Committee
90203,5776,on
90204,5776,Appropriations
90205,5777,Press
90206,5777,Release
90207,5778,September
90208,5778,21
90209,5778,","
90210,5778,2004
90211,5779,National
90212,5779,Aeronautics
90213,5779,and
90214,5779,Space
90215,5779,Administration
90216,5779,(
90217,5779,NASA
90218,5779,):
90219,5779,is
90220,5779,funded
90221,5779,at
90222,5779,$
90223,5779,16.379
90224,5779,billion
90225,5779,","
90226,5779,an
90227,5779,increase
90228,5779,of
90229,5779,$
90230,5779,200
90231,5779,million
90232,5779,over
90233,5779,the
90234,5779,FY04
90235,5779,enacted
90236,5779,level
90237,5779,","
90238,5779,and
90239,5779,a
90240,5779,reduction
90241,5779,of
90242,5779,$
90243,5779,665
90244,5779,million
90245,5779,from
90246,5779,the
90247,5779,budget
90248,5779,request
90249,5779,.
90250,5779,"
"
90251,5779,An
90252,5779,additional
90253,5779,$
90254,5779,800
90255,5779,million
90256,5779,in
90257,5779,emergency
90258,5779,funding
90259,5779,was
90260,5779,added
90261,5779,for
90262,5779,NASA
90263,5779,during
90264,5779,the
90265,5779,Committee
90266,5779,'s
90267,5779,consideration
90268,5779,of
90269,5779,the
90270,5779,bill
90271,5779,.
90272,5779,"
"
90273,5779,--
90274,5779,The
90275,5779,return
90276,5779,to
90277,5779,flight
90278,5779,activities
90279,5779,for
90280,5779,the
90281,5779,Shuttle
90282,5779,program
90283,5779,are
90284,5779,funded
90285,5779,at
90286,5779,$
90287,5779,4.319
90288,5779,billion
90289,5779,","
90290,5779,the
90291,5779,requested
90292,5779,level
90293,5779,from
90294,5779,the
90295,5779,Administration
90296,5779,.
90297,5779,"
"
90298,5779,--
90299,5779,The
90300,5779,International
90301,5779,Space
90302,5779,Station
90303,5779,is
90304,5779,funded
90305,5779,at
90306,5779,$
90307,5779,1.6
90308,5779,billion
90309,5779,.
90310,5779,"
"
90311,5779,The
90312,5779,bill
90313,5779,reduces
90314,5779,ISS
90315,5779,operations
90316,5779,by
90317,5779,$
90318,5779,120
90319,5779,million
90320,5779,due
90321,5779,to
90322,5779,the
90323,5779,continued
90324,5779,reduced
90325,5779,capability
90326,5779,of
90327,5779,the
90328,5779,ISS
90329,5779,for
90330,5779,at
90331,5779,least
90332,5779,half
90333,5779,of
90334,5779,FY05
90335,5779,.
90336,5779,"
"
90337,5779,--
90338,5779,The
90339,5779,Moon
90340,5779,/
90341,5779,Mars
90342,5779,vision
90343,5779,:
90344,5779,"
"
90345,5779,---
90346,5779,The
90347,5779,Crew
90348,5779,Exploration
90349,5779,Vehicle
90350,5779,(
90351,5779,CEV
90352,5779,)
90353,5779,is
90354,5779,funded
90355,5779,at
90356,5779,$
90357,5779,268
90358,5779,million
90359,5779,.
90360,5779,"
"
90361,5779,---
90362,5779,A
90363,5779,lunar
90364,5779,exploration
90365,5779,mission
90366,5779,is
90367,5779,funded
90368,5779,at
90369,5779,$
90370,5779,20
90371,5779,million
90372,5779,.
90373,5779,"
"
90374,5779,---
90375,5779,$
90376,5779,10
90377,5779,million
90378,5779,is
90379,5779,provided
90380,5779,for
90381,5779,Centennial
90382,5779,Challenges
90383,5779,.
90384,5779,"
"
90385,5779,Neighborhood
90386,5779,Reinvestment
90387,5779,Corporation
90388,5779,(
90389,5779,NRC
90390,5779,):
90391,5779,is
90392,5779,funded
90393,5779,at
90394,5779,$
90395,5779,115
90396,5779,million
90397,5779,","
90398,5779,the
90399,5779,same
90400,5779,as
90401,5779,FY04
90402,5779,and
90403,5779,the
90404,5779,budget
90405,5779,request
90406,5779,.
90407,5780,Spacetoday.net
90408,5781,Senate
90409,5781,increases
90410,5781,NASA
90411,5781,funding
90412,5782,The
90413,5782,Senate
90414,5782,Appropriations
90415,5782,Committee
90416,5782,used
90417,5782,a
90418,5782,somewhat
90419,5782,controversial
90420,5782,technique
90421,5782,Tuesday
90422,5782,to
90423,5782,increase
90424,5782,NASA
90425,5782,'s
90426,5782,fiscal
90427,5782,year
90428,5782,2005
90429,5782,budget
90430,5782,by
90431,5782,$
90432,5782,200
90433,5782,million
90434,5782,over
90435,5782,what
90436,5782,President
90437,5782,Bush
90438,5782,requested
90439,5782,.
90440,5782,"
"
90441,5782,The
90442,5782,committee
90443,5782,voted
90444,5782,to
90445,5782,give
90446,5782,NASA
90447,5782,$
90448,5782,16.4
90449,5782,billion
90450,5782,in
90451,5782,2005
90452,5782,","
90453,5782,about
90454,5782,$
90455,5782,200
90456,5782,million
90457,5782,more
90458,5782,than
90459,5782,what
90460,5782,the
90461,5782,President
90462,5782,requested
90463,5782,and
90464,5782,over
90465,5782,$
90466,5782,1
90467,5782,billion
90468,5782,more
90469,5782,than
90470,5782,what
90471,5782,House
90472,5782,appropriators
90473,5782,approved
90474,5782,in
90475,5782,July
90476,5782,.
90477,5783,I
90478,5783,hope
90479,5783,you
90480,5783,have
90481,5783,found
90482,5783,this
90483,5783,information
90484,5783,helpful
90485,5783,.
90486,5784,If
90487,5784,you
90488,5784,have
90489,5784,any
90490,5784,questions
90491,5784,","
90492,5784,please
90493,5784,request
90494,5784,clarification
90495,5784,prior
90496,5784,to
90497,5784,rating
90498,5784,the
90499,5784,answer
90500,5784,.
90501,5785,Googlenut
90502,5786,Google
90503,5786,Search
90504,5786,Terms
90505,5786,:
90506,5787,nasa
90507,5787,funding
90508,5788,Comments
90509,5788,Log
90510,5788,in
90511,5788,to
90512,5788,add
90513,5788,a
90514,5788,comment
90515,5789,Subject
90516,5789,:
90517,5789,Re
90518,5789,:
90519,5789,NASA
90520,5789,IS
90521,5789,A
90522,5789,WASTE
90523,5789,!
90524,5790,From
90525,5790,:
90526,5790,saem_aero
90527,5790,-
90528,5790,ga
90529,5790,on
90530,5790,26
90531,5790,Oct
90532,5790,2004
90533,5790,18:11
90534,5790,PDT
90535,5791,Excellent
90536,5791,answer
90537,5791,googlenut
90538,5791,.
90539,5792,Let
90540,5792,me
90541,5792,add
90542,5792,some
90543,5792,additional
90544,5792,info
90545,5792,.
90546,5793,You
90547,5793,can
90548,5793,get
90549,5793,details
90550,5793,about
90551,5793,NASA
90552,5793,spending
90553,5793,here
90554,5793,","
90555,5793,from
90556,5793,their
90557,5793,own
90558,5793,webpage
90559,5793,.
90560,5794,Also
90561,5794,","
90562,5794,from
90563,5794,their
90564,5794,own
90565,5794,webpage
90566,5794,","
90567,5794,reasons
90568,5794,why
90569,5794,NASA
90570,5794,is
90571,5794,important
90572,5794,","
90573,5794,in
90574,5794,a
90575,5794,5th
90576,5794,grade
90577,5794,format
90578,5794,.
90579,5795,I
90580,5795,guess
90581,5795,if
90582,5795,you
90583,5795,are
90584,5795,someone
90585,5795,not
90586,5795,familiar
90587,5795,with
90588,5795,how
90589,5795,NASA
90590,5795,benefits
90591,5795,our
90592,5795,society
90593,5795,I
90594,5795,can
90595,5795,see
90596,5795,how
90597,5795,one
90598,5795,might
90599,5795,form
90600,5795,the
90601,5795,opinion
90602,5795,of
90603,5795,yheggy
90604,5795,-
90605,5795,ga
90606,5795,.
90607,5796,Let
90608,5796,me
90609,5796,put
90610,5796,it
90611,5796,this
90612,5796,way
90613,5796,-
90614,5796,If
90615,5796,you
90616,5796,have
90617,5796,watched
90618,5796,TV
90619,5796,recently
90620,5796,","
90621,5796,crossed
90622,5796,a
90623,5796,modern
90624,5796,bridge
90625,5796,","
90626,5796,flown
90627,5796,in
90628,5796,an
90629,5796,airplane
90630,5796,","
90631,5796,recieved
90632,5796,any
90633,5796,form
90634,5796,of
90635,5796,modern
90636,5796,medicine
90637,5796,","
90638,5796,did
90639,5796,any
90640,5796,mathematics
90641,5796,","
90642,5796,drove
90643,5796,a
90644,5796,car
90645,5796,","
90646,5796,used
90647,5796,a
90648,5796,cellular
90649,5796,phone
90650,5796,","
90651,5796,etc
90652,5796,.
90653,5796,then
90654,5796,you
90655,5796,have
90656,5796,somehow
90657,5796,directly
90658,5796,reaped
90659,5796,the
90660,5796,rewards
90661,5796,which
90662,5796,NASA
90663,5796,has
90664,5796,returned
90665,5796,to
90666,5796,us
90667,5796,.
90668,5797,Also
90669,5797,NASA
90670,5797,has
90671,5797,a
90672,5797,large
90673,5797,outreach
90674,5797,program
90675,5797,for
90676,5797,education
90677,5797,","
90678,5797,some
90679,5797,people
90680,5797,believe
90681,5797,this
90682,5797,is
90683,5797,important
90684,5797,.
90685,5798,Best
90686,5798,","
90687,5798,Steve
90688,5798,.
90689,5799,Subject
90690,5799,:
90691,5799,Re
90692,5799,:
90693,5799,NASA
90694,5799,IS
90695,5799,A
90696,5799,WASTE
90697,5799,!
90698,5799,From
90699,5799,:
90700,5799,jaqamofino
90701,5799,-
90702,5799,ga
90703,5799,on
90704,5799,26
90705,5799,Apr
90706,5799,2005
90707,5799,06:02
90708,5799,PDT
90709,5800,i
90710,5800,believe
90711,5800,that
90712,5800,NASA
90713,5800,is
90714,5800,a
90715,5800,HUGE
