,Sentence,tokens
8040,"There's the market in Naha, which is great.","['There', ""'s"", 'the', 'market', 'in', 'Naha', ',', 'which', 'is', 'great', '.']"
8041,"You can find all sorts of fresh food and get a really delicious, fresh sashimi/sushi lunch upstairs.","['You', 'can', 'find', 'all', 'sorts', 'of', 'fresh', 'food', 'and', 'get', 'a', 'really', 'delicious', ',', 'fresh', 'sashimi', '/', 'sushi', 'lunch', 'upstairs', '.']"
8042,Try the local sake too if you can.,"['Try', 'the', 'local', 'sake', 'too', 'if', 'you', 'can', '.']"
8043,It's a special kind.,"['It', ""'s"", 'a', 'special', 'kind', '.']"
8044,I'm not sure that there's much nightlife in Naha.,"['I', ""'m"", 'not', 'sure', 'that', 'there', ""'s"", 'much', 'nightlife', 'in', 'Naha', '.']"
8045,"It's more of a place to go to enjoy the weather, the sea, etc.","['It', ""'s"", 'more', 'of', 'a', 'place', 'to', 'go', 'to', 'enjoy', 'the', 'weather', ',', 'the', 'sea', ',', 'etc', '.']"
8046,You might have to make your own nightlife by finding an izakaya (pub) somewhere.,"['You', 'might', 'have', 'to', 'make', 'your', 'own', 'nightlife', 'by', 'finding', 'an', 'izakaya', '(', 'pub', ')', 'somewhere', '.']"
8047,Your best bet would probably be to get a copy of the Lonely Planet Japan book and read the chapter on Okinawa.,"['Your', 'best', 'bet', 'would', 'probably', 'be', 'to', 'get', 'a', 'copy', 'of', 'the', 'Lonely', 'Planet', 'Japan', 'book', 'and', 'read', 'the', 'chapter', 'on', 'Okinawa', '.']"
8048,Naha's not a very big city.,"['Naha', ""'s"", 'not', 'a', 'very', 'big', 'city', '.']"
8049,Modern m16 vs Vietnam m16 version?,"['Modern', 'm16', 'vs', 'Vietnam', 'm16', 'version', '?']"
8050,"I was playing a video game that has a m16 Vietnam model, and in the game it's 3-shot burst.","['I', 'was', 'playing', 'a', 'video', 'game', 'that', 'has', 'a', 'm16', 'Vietnam', 'model', ',', 'and', 'in', 'the', 'game', 'it', ""'s"", '3', '-', 'shot', 'burst', '.']"
8051,My brother said they only had full-auto and semiautomatic during Vietnam.,"['My', 'brother', 'said', 'they', 'only', 'had', 'full', '-', 'auto', 'and', 'semiautomatic', 'during', 'Vietnam', '.']"
8052,My questions are..,"['My', 'questions', 'are', '..']"
8053,1) what thes difference between a modern m16 and Vietnam m16?,"['1', ')', 'what', 'thes', 'difference', 'between', 'a', 'modern', 'm16', 'and', 'Vietnam', 'm16', '?']"
8054,2) did Vietnam m16's have a 3-shot burst function?,"['2', ')', 'did', 'Vietnam', 'm16', ""'s"", 'have', 'a', '3', '-', 'shot', 'burst', 'function', '?']"
8055,To save money Robert McNamara ordered that the ammunition for the new M-16s being sent to SEA in the early 60s use an older (dirtier) type of gunpowder meant for use with the M-14.,"['To', 'save', 'money', 'Robert', 'McNamara', 'ordered', 'that', 'the', 'ammunition', 'for', 'the', 'new', 'M-16s', 'being', 'sent', 'to', 'SEA', 'in', 'the', 'early', '60s', 'use', 'an', 'older', '(', 'dirtier', ')', 'type', 'of', 'gunpowder', 'meant', 'for', 'use', 'with', 'the', 'M-14', '.']"
8056,He also ordered that the receiver not get a (I think chrome) coating that helped keep the gun from jamming.,"['He', 'also', 'ordered', 'that', 'the', 'receiver', 'not', 'get', 'a', '(', 'I', 'think', 'chrome', ')', 'coating', 'that', 'helped', 'keep', 'the', 'gun', 'from', 'jamming', '.']"
8057,"Than the troops being issued the weapon were told it was self-cleaning, which it wasn't.","['Than', 'the', 'troops', 'being', 'issued', 'the', 'weapon', 'were', 'told', 'it', 'was', 'self', '-', 'cleaning', ',', 'which', 'it', 'was', ""n't"", '.']"
8058,As a result there was a problem with the weapon jamming.,"['As', 'a', 'result', 'there', 'was', 'a', 'problem', 'with', 'the', 'weapon', 'jamming', '.']"
8059,Once the troops started cleaning the weapon properly (even with the dirtier powder) the Vietnam era M-16 turned out to be a good weapon for the purpose it was being used for.,"['Once', 'the', 'troops', 'started', 'cleaning', 'the', 'weapon', 'properly', '(', 'even', 'with', 'the', 'dirtier', 'powder', ')', 'the', 'Vietnam', 'era', 'M-16', 'turned', 'out', 'to', 'be', 'a', 'good', 'weapon', 'for', 'the', 'purpose', 'it', 'was', 'being', 'used', 'for', '.']"
8060,The screw-up was the kind of things you have happen when you have bean-counters (and McNamara was nothing if not a bean-counter) instead of soldiers in charge of the military.,"['The', 'screw', '-', 'up', 'was', 'the', 'kind', 'of', 'things', 'you', 'have', 'happen', 'when', 'you', 'have', 'bean', '-', 'counters', '(', 'and', 'McNamara', 'was', 'nothing', 'if', 'not', 'a', 'bean', '-', 'counter', ')', 'instead', 'of', 'soldiers', 'in', 'charge', 'of', 'the', 'military', '.']"
8061,"Today's weapons do not have that kind of problem, and are much more reliable.","['Today', ""'s"", 'weapons', 'do', 'not', 'have', 'that', 'kind', 'of', 'problem', ',', 'and', 'are', 'much', 'more', 'reliable', '.']"
8062,1) modern m16 is alright.,"['1', ')', 'modern', 'm16', 'is', 'alright', '.']"
8063,Vietnam m16 used to clog up and never work.,"['Vietnam', 'm16', 'used', 'to', 'clog', 'up', 'and', 'never', 'work', '.']"
8064,2) All M16's are either automatic or semi automatic.,"['2', ')', 'All', 'M16', ""'s"", 'are', 'either', 'automatic', 'or', 'semi', 'automatic', '.']"
8065,No one uses 3 burst.,"['No', 'one', 'uses', '3', 'burst', '.']"
8066,you play too much cod ;P,"['you', 'play', 'too', 'much', 'cod', ';', 'P']"
8067,modern m16 is best,"['modern', 'm16', 'is', 'best']"
8068,Planning on going to New Zealand in January.,"['Planning', 'on', 'going', 'to', 'New', 'Zealand', 'in', 'January', '.']"
8069,Is it OK to holiday in Christchurch since the Earthquakes?,"['Is', 'it', 'OK', 'to', 'holiday', 'in', 'Christchurch', 'since', 'the', 'Earthquakes', '?']"
8070,Are the hotels back up and running?,"['Are', 'the', 'hotels', 'back', 'up', 'and', 'running', '?']"
8071,Are there still aftershocks?,"['Are', 'there', 'still', 'aftershocks', '?']"
8072,Planning on going to North and South Island.,"['Planning', 'on', 'going', 'to', 'North', 'and', 'South', 'Island', '.']"
8073,"Is it safe to go to Rotarua, since the earthquakes?","['Is', 'it', 'safe', 'to', 'go', 'to', 'Rotarua', ',', 'since', 'the', 'earthquakes', '?']"
8074,Rotorua is fine.,"['Rotorua', 'is', 'fine', '.']"
8075,"I'm assuming this was in reference to the January earthquake, don't worry, it was very deep, so nothing was effected :)","['I', ""'m"", 'assuming', 'this', 'was', 'in', 'reference', 'to', 'the', 'January', 'earthquake', ',', 'do', ""n't"", 'worry', ',', 'it', 'was', 'very', 'deep', ',', 'so', 'nothing', 'was', 'effected', ':)']"
8076,"As for Christchurch, yes the aftershocks are still happening, but these are fairly small - you can feel them, but the don't do any damage.","['As', 'for', 'Christchurch', ',', 'yes', 'the', 'aftershocks', 'are', 'still', 'happening', ',', 'but', 'these', 'are', 'fairly', 'small', '-', 'you', 'can', 'feel', 'them', ',', 'but', 'the', 'do', ""n't"", 'do', 'any', 'damage', '.']"
8077,"Since lots of people are still living there, then it must be fine to visit.","['Since', 'lots', 'of', 'people', 'are', 'still', 'living', 'there', ',', 'then', 'it', 'must', 'be', 'fine', 'to', 'visit', '.']"
8078,However the CBD is closed of to the public as a lot of it is still rubble and stuff and hasn't been cleared away yet.,"['However', 'the', 'CBD', 'is', 'closed', 'of', 'to', 'the', 'public', 'as', 'a', 'lot', 'of', 'it', 'is', 'still', 'rubble', 'and', 'stuff', 'and', 'has', ""n't"", 'been', 'cleared', 'away', 'yet', '.']"
8079,"I'm sure that you can find some hotels that are running in the christchurch area, but if not then there would be some in close by towns.","['I', ""'m"", 'sure', 'that', 'you', 'can', 'find', 'some', 'hotels', 'that', 'are', 'running', 'in', 'the', 'christchurch', 'area', ',', 'but', 'if', 'not', 'then', 'there', 'would', 'be', 'some', 'in', 'close', 'by', 'towns', '.']"
8080,"Despite the aftershocks I would recommend going to Christchurch, just for the experience and then you can see first hand how things get effected by earthquakes.","['Despite', 'the', 'aftershocks', 'I', 'would', 'recommend', 'going', 'to', 'Christchurch', ',', 'just', 'for', 'the', 'experience', 'and', 'then', 'you', 'can', 'see', 'first', 'hand', 'how', 'things', 'get', 'effected', 'by', 'earthquakes', '.']"
8081,Have fun in New Zealand!!,"['Have', 'fun', 'in', 'New', 'Zealand', '!', '!']"
8082,"(ps. I'm assuming you'll stop off in Wellington, and since its summer, may I recommend kaffee eis ice creams and gelatos?","['(', 'ps', '.', 'I', ""'m"", 'assuming', 'you', ""'ll"", 'stop', 'off', 'in', 'Wellington', ',', 'and', 'since', 'its', 'summer', ',', 'may', 'I', 'recommend', 'kaffee', 'eis', 'ice', 'creams', 'and', 'gelatos', '?']"
8083,"Just recently discovered them last time I was down there, they're very nice) www.kaffeeeis.co.nz","['Just', 'recently', 'discovered', 'them', 'last', 'time', 'I', 'was', 'down', 'there', ',', 'they', ""'re"", 'very', 'nice', ')', 'www.kaffeeeis.co.nz']"
8084,"Loads of places have geographical hazards, if you are constantly paranoid, you'll never get anywhere without a sense of adventure.","['Loads', 'of', 'places', 'have', 'geographical', 'hazards', ',', 'if', 'you', 'are', 'constantly', 'paranoid', ',', 'you', ""'ll"", 'never', 'get', 'anywhere', 'without', 'a', 'sense', 'of', 'adventure', '.']"
8085,"In case of an earthquake, stay under a sturdy table and don't go outside as possible debris will fall.","['In', 'case', 'of', 'an', 'earthquake', ',', 'stay', 'under', 'a', 'sturdy', 'table', 'and', 'do', ""n't"", 'go', 'outside', 'as', 'possible', 'debris', 'will', 'fall', '.']"
8086,Yes it's ok.,"['Yes', 'it', ""'s"", 'ok', '.']"
8087,"Yes, yes and yes.","['Yes', ',', 'yes', 'and', 'yes', '.']"
8088,Nothing wrong with rotorua,"['Nothing', 'wrong', 'with', 'rotorua']"
8089,Help?!,"['Help', '?', '!']"
8090,What size horse do i need?,"['What', 'size', 'horse', 'do', 'i', 'need', '?']"
8091,"Im around 5'2 - 5'4 , 11 years old and im wondering what size horse i'll need that i wont grow out of quickly?","['I', 'm', 'around', ""5'2"", '-', ""5'4"", ',', '11', 'years', 'old', 'and', 'i', 'm', 'wondering', 'what', 'size', 'horse', 'i', ""'ll"", 'need', 'that', 'i', 'wo', 'nt', 'grow', 'out', 'of', 'quickly', '?']"
8092,thanks,['thanks']
8093,louise,['louise']
8094,"I would say it really depends on your riding ability, what disciplines you are interested in doing, or plan on doing, etc.","['I', 'would', 'say', 'it', 'really', 'depends', 'on', 'your', 'riding', 'ability', ',', 'what', 'disciplines', 'you', 'are', 'interested', 'in', 'doing', ',', 'or', 'plan', 'on', 'doing', ',', 'etc', '.']"
8095,But I would go for the base number of 15hh.,"['But', 'I', 'would', 'go', 'for', 'the', 'base', 'number', 'of', '15hh', '.']"
8096,"It's ""tall"" being it's bigger than a pony, but it's on the small end for a horse.","['It', ""'s"", '""', 'tall', '""', 'being', 'it', ""'s"", 'bigger', 'than', 'a', 'pony', ',', 'but', 'it', ""'s"", 'on', 'the', 'small', 'end', 'for', 'a', 'horse', '.']"
8097,"I got my horse when I was 12 and I was already 5'9-5'10, thankfully I stopped growing when I hit 5'11"" but my horse is about 16.2 or 16.3hh, TB.","['I', 'got', 'my', 'horse', 'when', 'I', 'was', '12', 'and', 'I', 'was', 'already', ""5'9"", '-', ""5'10"", ',', 'thankfully', 'I', 'stopped', 'growing', 'when', 'I', 'hit', ""5'11"", '""', 'but', 'my', 'horse', 'is', 'about', '16.2', 'or', '16.3hh', ',', 'TB', '.']"
8098,"So don't be afraid to get something a little bigger than ""perfect"" just in case you hit a growth spurt.","['So', 'do', ""n't"", 'be', 'afraid', 'to', 'get', 'something', 'a', 'little', 'bigger', 'than', '""', 'perfect', '""', 'just', 'in', 'case', 'you', 'hit', 'a', 'growth', 'spurt', '.']"
8099,A taller horse doesn't always mean a horse you can't handle.,"['A', 'taller', 'horse', 'does', ""n't"", 'always', 'mean', 'a', 'horse', 'you', 'ca', ""n't"", 'handle', '.']"
8100,Keep that in mind.,"['Keep', 'that', 'in', 'mind', '.']"
8101,"Also keep in mind whether you want to be able to jump up from the ground, if you even need to, etc.","['Also', 'keep', 'in', 'mind', 'whether', 'you', 'want', 'to', 'be', 'able', 'to', 'jump', 'up', 'from', 'the', 'ground', ',', 'if', 'you', 'even', 'need', 'to', ',', 'etc', '.']"
8102,"You just want to be sure you can groom and saddle sufficiently and the horse itself is calm enough so that whatever size it is, you can handle it.","['You', 'just', 'want', 'to', 'be', 'sure', 'you', 'can', 'groom', 'and', 'saddle', 'sufficiently', 'and', 'the', 'horse', 'itself', 'is', 'calm', 'enough', 'so', 'that', 'whatever', 'size', 'it', 'is', ',', 'you', 'can', 'handle', 'it', '.']"
8103,"i'm5'3-4"" and am 21 well will be in Nov and my horse is 14.2hh and she's perfect size for me i can hop right on with no mounting block.....only with a saddle though haha i can't bareback, not yet","[""i'm5'3"", '-', '4', '""', 'and', 'am', '21', 'well', 'will', 'be', 'in', 'Nov', 'and', 'my', 'horse', 'is', '14.2hh', 'and', 'she', ""'s"", 'perfect', 'size', 'for', 'me', 'i', 'can', 'hop', 'right', 'on', 'with', 'no', 'mounting', 'block', '.....', 'only', 'with', 'a', 'saddle', 'though', 'haha', 'i', 'ca', ""n't"", 'bareback', ',', 'not', 'yet']"
8104,If you Don't want to grow out of it quickly get a 14'2 ..,"['If', 'you', 'Do', ""n't"", 'want', 'to', 'grow', 'out', 'of', 'it', 'quickly', 'get', 'a', ""14'2"", '..']"
8105,"Anything smaller you will grow out, anything bigger will be too big and difficult to control and manage, especially when riding.","['Anything', 'smaller', 'you', 'will', 'grow', 'out', ',', 'anything', 'bigger', 'will', 'be', 'too', 'big', 'and', 'difficult', 'to', 'control', 'and', 'manage', ',', 'especially', 'when', 'riding', '.']"
8106,Hope I helped :),"['Hope', 'I', 'helped', ':)']"
8107,Where in the world is Iguazu?,"['Where', 'in', 'the', 'world', 'is', 'Iguazu', '?']"
8108,Iguazu Falls,"['Iguazu', 'Falls']"
8109,"Widely considered to be one of the most spectacular waterfalls in the world, the Iguazu Falls on the border of Argentina and Brazil, are a certainly must see attraction in the area.","['Widely', 'considered', 'to', 'be', 'one', 'of', 'the', 'most', 'spectacular', 'waterfalls', 'in', 'the', 'world', ',', 'the', 'Iguazu', 'Falls', 'on', 'the', 'border', 'of', 'Argentina', 'and', 'Brazil', ',', 'are', 'a', 'certainly', 'must', 'see', 'attraction', 'in', 'the', 'area', '.']"
8110,"The centre of the falls is known locally as ‘Garganta Del Diablo’ (The Devil’s Throat), where the huge volume of water sends a constant mist of spray into the air.","['The', 'centre', 'of', 'the', 'falls', 'is', 'known', 'locally', 'as', '‘', 'Garganta', 'Del', 'Diablo', '’', '(', 'The', 'Devil', '’s', 'Throat', ')', ',', 'where', 'the', 'huge', 'volume', 'of', 'water', 'sends', 'a', 'constant', 'mist', 'of', 'spray', 'into', 'the', 'air', '.']"
8111,"With the sun shinning down on the spray, creating a rainbow in the foreground, this is the perfect place to get that trademark Iguazu Falls photograph.","['With', 'the', 'sun', 'shinning', 'down', 'on', 'the', 'spray', ',', 'creating', 'a', 'rainbow', 'in', 'the', 'foreground', ',', 'this', 'is', 'the', 'perfect', 'place', 'to', 'get', 'that', 'trademark', 'Iguazu', 'Falls', 'photograph', '.']"
8112,"However, save some of your shots for the rest of the falls, as in total there are around 270 cascades that spread out over nearly 2 miles of the Iguazu River.","['However', ',', 'save', 'some', 'of', 'your', 'shots', 'for', 'the', 'rest', 'of', 'the', 'falls', ',', 'as', 'in', 'total', 'there', 'are', 'around', '270', 'cascades', 'that', 'spread', 'out', 'over', 'nearly', '2', 'miles', 'of', 'the', 'Iguazu', 'River', '.']"
8113,"The Iguazu Falls are easily accessible and, dependent on your time restrictions and budget, you can get to the area by either bus or plane.","['The', 'Iguazu', 'Falls', 'are', 'easily', 'accessible', 'and', ',', 'dependent', 'on', 'your', 'time', 'restrictions', 'and', 'budget', ',', 'you', 'can', 'get', 'to', 'the', 'area', 'by', 'either', 'bus', 'or', 'plane', '.']"
8114,"The nearest towns to the site are Puerto Iguazu in Argentina, about 12 miles from the falls, and Foz do Iguaçu in Brazil, which is equally close.","['The', 'nearest', 'towns', 'to', 'the', 'site', 'are', 'Puerto', 'Iguazu', 'in', 'Argentina', ',', 'about', '12', 'miles', 'from', 'the', 'falls', ',', 'and', 'Foz', 'do', 'Iguaçu', 'in', 'Brazil', ',', 'which', 'is', 'equally', 'close', '.']"
8115,"Both towns have airports that are served regularly from the larger cities such as Sao Paulo, Rio de Janeiro and Buenos Aires.","['Both', 'towns', 'have', 'airports', 'that', 'are', 'served', 'regularly', 'from', 'the', 'larger', 'cities', 'such', 'as', 'Sao', 'Paulo', ',', 'Rio', 'de', 'Janeiro', 'and', 'Buenos', 'Aires', '.']"
8116,"The bus is obviously the cheaper option, and travelling up from Buenos Aires the trip is a full 20 hours, although the buses are very comfortable with spacious reclining seats.","['The', 'bus', 'is', 'obviously', 'the', 'cheaper', 'option', ',', 'and', 'travelling', 'up', 'from', 'Buenos', 'Aires', 'the', 'trip', 'is', 'a', 'full', '20', 'hours', ',', 'although', 'the', 'buses', 'are', 'very', 'comfortable', 'with', 'spacious', 'reclining', 'seats', '.']"
8117,The bus trip down from Sao Paulo is a similar affair taking around 18 hours.,"['The', 'bus', 'trip', 'down', 'from', 'Sao', 'Paulo', 'is', 'a', 'similar', 'affair', 'taking', 'around', '18', 'hours', '.']"
8118,"Foz on the Brazilian side is the larger town, however both are geared up to cater for visitors to the Waterfalls and National Parks, and so offer a range of accommodation for all budgets.","['Foz', 'on', 'the', 'Brazilian', 'side', 'is', 'the', 'larger', 'town', ',', 'however', 'both', 'are', 'geared', 'up', 'to', 'cater', 'for', 'visitors', 'to', 'the', 'Waterfalls', 'and', 'National', 'Parks', ',', 'and', 'so', 'offer', 'a', 'range', 'of', 'accommodation', 'for', 'all', 'budgets', '.']"
8119,"For those with a larger appetite for the scenery and a larger budget, there are some hotel complexes much closer to the action with views of parts of the falls.","['For', 'those', 'with', 'a', 'larger', 'appetite', 'for', 'the', 'scenery', 'and', 'a', 'larger', 'budget', ',', 'there', 'are', 'some', 'hotel', 'complexes', 'much', 'closer', 'to', 'the', 'action', 'with', 'views', 'of', 'parts', 'of', 'the', 'falls', '.']"
8120,Paris or England while studying aboard?,"['Paris', 'or', 'England', 'while', 'studying', 'aboard', '?']"
8121,I am going to try and study aboard but idk where I can go I cannot decide where do you think would be the best place to go?,"['I', 'am', 'going', 'to', 'try', 'and', 'study', 'aboard', 'but', 'idk', 'where', 'I', 'can', 'go', 'I', 'can', 'not', 'decide', 'where', 'do', 'you', 'think', 'would', 'be', 'the', 'best', 'place', 'to', 'go', '?']"
8122,where would you go?,"['where', 'would', 'you', 'go', '?']"
8123,I have never been anywhere out side my home town Charlotte north Carolina please help!!!!,"['I', 'have', 'never', 'been', 'anywhere', 'out', 'side', 'my', 'home', 'town', 'Charlotte', 'north', 'Carolina', 'please', 'help', '!', '!', '!', '!']"
8124,definitely London -,"['definitely', 'London', '-']"
8125,you speak the language and will have more fun.,"['you', 'speak', 'the', 'language', 'and', 'will', 'have', 'more', 'fun', '.']"
8126,The French tend to look down on the Americans and treat them bad.,"['The', 'French', 'tend', 'to', 'look', 'down', 'on', 'the', 'Americans', 'and', 'treat', 'them', 'bad', '.']"
8127,London is a deliteful city to visit and easy to get around.,"['London', 'is', 'a', 'deliteful', 'city', 'to', 'visit', 'and', 'easy', 'to', 'get', 'around', '.']"
8128,You will be able to have a good time there.,"['You', 'will', 'be', 'able', 'to', 'have', 'a', 'good', 'time', 'there', '.']"
8129,%,['%']
8130,As you're from the States you'll have much more fun in London.,"['As', 'you', ""'re"", 'from', 'the', 'States', 'you', ""'ll"", 'have', 'much', 'more', 'fun', 'in', 'London', '.']"
8131,Parisians dislike Americans for their lack of speaking French and proper French manners.,"['Parisians', 'dislike', 'Americans', 'for', 'their', 'lack', 'of', 'speaking', 'French', 'and', 'proper', 'French', 'manners', '.']"
8132,"I was told to leave a restaurant because I ordered water with my meal (apparently this is ""washing down"" your food"") and not ordering wine.","['I', 'was', 'told', 'to', 'leave', 'a', 'restaurant', 'because', 'I', 'ordered', 'water', 'with', 'my', 'meal', '(', 'apparently', 'this', 'is', '""', 'washing', 'down', '""', 'your', 'food', '""', ')', 'and', 'not', 'ordering', 'wine', '.']"
8133,You'll need to have intermediate French to have a good time in Paris.,"['You', ""'ll"", 'need', 'to', 'have', 'intermediate', 'French', 'to', 'have', 'a', 'good', 'time', 'in', 'Paris', '.']"
8134,"However, outside Paris everybody is wonderful.","['However', ',', 'outside', 'Paris', 'everybody', 'is', 'wonderful', '.']"
8135,"Nobody likes the Parisians, even then Parisians don't like Parisians.","['Nobody', 'likes', 'the', 'Parisians', ',', 'even', 'then', 'Parisians', 'do', ""n't"", 'like', 'Parisians', '.']"
8136,"South France is wonderful, right on the Mediterranean.","['South', 'France', 'is', 'wonderful', ',', 'right', 'on', 'the', 'Mediterranean', '.']"
8137,It's beautiful and the people are extremely friendly.,"['It', ""'s"", 'beautiful', 'and', 'the', 'people', 'are', 'extremely', 'friendly', '.']"
8138,I used to live in London for 6 months and it's by far one of my favorite places to be in the world (I've been to 45 countries in 5 years).,"['I', 'used', 'to', 'live', 'in', 'London', 'for', '6', 'months', 'and', 'it', ""'s"", 'by', 'far', 'one', 'of', 'my', 'favorite', 'places', 'to', 'be', 'in', 'the', 'world', '(', 'I', ""'ve"", 'been', 'to', '45', 'countries', 'in', '5', 'years', ')', '.']"
8139,Everything about the place is magical and the people are mostly friendly.,"['Everything', 'about', 'the', 'place', 'is', 'magical', 'and', 'the', 'people', 'are', 'mostly', 'friendly', '.']"
8140,"However, if you're allowed another option and you want a small-town feel, then head to Edinburgh, Scotland.","['However', ',', 'if', 'you', ""'re"", 'allowed', 'another', 'option', 'and', 'you', 'want', 'a', 'small', '-', 'town', 'feel', ',', 'then', 'head', 'to', 'Edinburgh', ',', 'Scotland', '.']"
8141,I lived there for 8 months.,"['I', 'lived', 'there', 'for', '8', 'months', '.']"
8142,"If your French is good/moderate, then head to Paris without a doubt.","['If', 'your', 'French', 'is', 'good', '/', 'moderate', ',', 'then', 'head', 'to', 'Paris', 'without', 'a', 'doubt', '.']"
8143,I also highly recommend staying with a French family.,"['I', 'also', 'highly', 'recommend', 'staying', 'with', 'a', 'French', 'family', '.']"
8144,"I did this at age 13 in Champagne, France and it was the most amazing experice of my upbringing.","['I', 'did', 'this', 'at', 'age', '13', 'in', 'Champagne', ',', 'France', 'and', 'it', 'was', 'the', 'most', 'amazing', 'experice', 'of', 'my', 'upbringing', '.']"
8145,does the bta have to be paid first to come to canada?,"['does', 'the', 'bta', 'have', 'to', 'be', 'paid', 'first', 'to', 'come', 'to', 'canada', '?']"
8146,There is NO such thing as a BTA.,"['There', 'is', 'NO', 'such', 'thing', 'as', 'a', 'BTA', '.']"
8147,That is a term invented by online romance scammers,"['That', 'is', 'a', 'term', 'invented', 'by', 'online', 'romance', 'scammers']"
8148,http://www.country-couples.co.uk/datingtips/basic-travel-allowance-bta-dating-scam/,['http://www.country-couples.co.uk/datingtips/basic-travel-allowance-bta-dating-scam/']
8149,"Second only to flight money, the Basic Travel Allowance (BTA) is the scammers highest paying income.
Also known as the Personal Travel Allowance, Travellers Allowance Fee, Travellers Assistance Fund, Travellers Assurance Fund and numerous other forms of “I have to have wodges of your cash or they won’t let me fly”.
Let’s get this over with now…
THERE IS NO SUCH THING any more, anywhere, it’s an online dating scam.","['Second', 'only', 'to', 'flight', 'money', ',', 'the', 'Basic', 'Travel', 'Allowance', '(', 'BTA', ')', 'is', 'the', 'scammers', 'highest', 'paying', 'income', '.', '\r\n', 'Also', 'known', 'as', 'the', 'Personal', 'Travel', 'Allowance', ',', 'Travellers', 'Allowance', 'Fee', ',', 'Travellers', 'Assistance', 'Fund', ',', 'Travellers', 'Assurance', 'Fund', 'and', 'numerous', 'other', 'forms', 'of', '“', 'I', 'have', 'to', 'have', 'wodges', 'of', 'your', 'cash', 'or', 'they', 'wo', 'n’t', 'let', 'me', 'fly', '”', '.', '\r\n', 'Let', '’s', 'get', 'this', 'over', 'with', 'now', '…', '\r\n', 'THERE', 'IS', 'NO', 'SUCH', 'THING', 'any', 'more', ',', 'anywhere', ',', 'it', '’s', 'an', 'online', 'dating', 'scam', '.']"
8150,http://www.romancescam.com/forum/viewtopic.php?t=7231,['http://www.romancescam.com/forum/viewtopic.php?t=7231']
8151,"THERE IS NO SUCH THING AS BASIC TRAVEL ALLOWANCE!!
Please remember: there is NO such thing.
There is NO such requirement, in any country of the world.
This is an invention of the scammers. ","['THERE', 'IS', 'NO', 'SUCH', 'THING', 'AS', 'BASIC', 'TRAVEL', 'ALLOWANCE', '!', '!', '\r\n', 'Please', 'remember', ':', 'there', 'is', 'NO', 'such', 'thing', '.', '\r\n', 'There', 'is', 'NO', 'such', 'requirement', ',', 'in', 'any', 'country', 'of', 'the', 'world', '.', '\r\n', 'This', 'is', 'an', 'invention', 'of', 'the', 'scammers', '.']"
8152,A single call to CIC will confirm there is NO such thing as a BTA to Canada and anyone asking for this is a scammer http://www.cic.gc.ca/english/contacts/index.asp,"['A', 'single', 'call', 'to', 'CIC', 'will', 'confirm', 'there', 'is', 'NO', 'such', 'thing', 'as', 'a', 'BTA', 'to', 'Canada', 'and', 'anyone', 'asking', 'for', 'this', 'is', 'a', 'scammer', 'http://www.cic.gc.ca/english/contacts/index.asp']"
8153,"Just pray that you have not ever given this criminal enough information for your identity to be stolen - your full name, birthdate, home address, etc or that you were not conned into sending money.","['Just', 'pray', 'that', 'you', 'have', 'not', 'ever', 'given', 'this', 'criminal', 'enough', 'information', 'for', 'your', 'identity', 'to', 'be', 'stolen', '-', 'your', 'full', 'name', ',', 'birthdate', ',', 'home', 'address', ',', 'etc', 'or', 'that', 'you', 'were', 'not', 'conned', 'into', 'sending', 'money', '.']"
8154,This person is not coming to visit you - the whole point of this scam is to gain your trust enough to steal your money and identity,"['This', 'person', 'is', 'not', 'coming', 'to', 'visit', 'you', '-', 'the', 'whole', 'point', 'of', 'this', 'scam', 'is', 'to', 'gain', 'your', 'trust', 'enough', 'to', 'steal', 'your', 'money', 'and', 'identity']"
8155,Contact the Anti-Fraud Centre to report this http://www.antifraudcentre-centreantifraude.ca/english/home-eng.html,"['Contact', 'the', 'Anti', '-', 'Fraud', 'Centre', 'to', 'report', 'this', 'http://www.antifraudcentre-centreantifraude.ca/english/home-eng.html']"
8156,No.,"['No', '.']"
8157,BTA only exists in the mind of SCAMMERS.,"['BTA', 'only', 'exists', 'in', 'the', 'mind', 'of', 'SCAMMERS', '.']"
8158,100% SCAM.,"['100', '%', 'SCAM', '.']"
8159,cut of all contact and tighten up your PC security.,"['cut', 'of', 'all', 'contact', 'and', 'tighten', 'up', 'your', 'PC', 'security', '.']"
8160,"There is no such thing as a BTA or ""Basic Travel Allowance""-this is 100% a scam-as the first poster said,cut off any and all contact with this person-they are NOT who or what they are claiming to be.","['There', 'is', 'no', 'such', 'thing', 'as', 'a', 'BTA', 'or', '""', 'Basic', 'Travel', 'Allowance""-this', 'is', '100', '%', 'a', 'scam', '-', 'as', 'the', 'first', 'poster', 'said', ',', 'cut', 'off', 'any', 'and', 'all', 'contact', 'with', 'this', 'person', '-', 'they', 'are', 'NOT', 'who', 'or', 'what', 'they', 'are', 'claiming', 'to', 'be', '.']"
8161,"The below site from the US government verifies this-it's the same for Canada ,too.....","['The', 'below', 'site', 'from', 'the', 'US', 'government', 'verifies', 'this', '-', 'it', ""'s"", 'the', 'same', 'for', 'Canada', ',', 'too', '.....']"
8162,http://nigeria.usembassy.gov/scams.html,['http://nigeria.usembassy.gov/scams.html']
